key,question,group,answer,correction,references
TRACKGOV1a_W49,"As far as you know, how much of what you do online or on your cellphone is being tracked by the government?","Less than $30,000",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?",Democrat,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?",Republican,Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?","$100,000 or more",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
TRACKGOV1b_W49,"As far as you know, how much of what you do offline like where you are or who you are talking to is being tracked by the government?","Less than $30,000",Some of it,Some of it,"['All or almost all of it', 'Most of it', 'Some of it', 'Very little of it', 'None of it', 'Refused']"
BENEFITGOV_W49,How much do you feel you personally benefit from the data the government collects about you?,Democrat,Very little,Very little,"['A great deal', 'Some', 'Very little', 'None', 'Refused']"
BENEFITGOV_W49,How much do you feel you personally benefit from the data the government collects about you?,Republican,Very little,Very little,"['A great deal', 'Some', 'Very little', 'None', 'Refused']"
BENEFITGOV_W49,How much do you feel you personally benefit from the data the government collects about you?,"$100,000 or more",Very little,Very little,"['A great deal', 'Some', 'Very little', 'None', 'Refused']"
BENEFITGOV_W49,How much do you feel you personally benefit from the data the government collects about you?,"Less than $30,000",Very little,Very little,"['A great deal', 'Some', 'Very little', 'None', 'Refused']"
CONCERNGRPa_W49,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?",Democrat,Not concerned,Concerned a little,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPa_W49,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?",Republican,Not concerned,Not concerned,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPa_W49,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?","$100,000 or more",Not concerned,Not concerned,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPa_W49,"How concerned are you, if at all, about how much personal information law enforcement agencies might know about you?","Less than $30,000",Not concerned,Not concerned,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPc_W49,"How concerned are you, if at all, about how much personal information your employer might know about you?",Democrat,Not concerned,Concerned a little,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPc_W49,"How concerned are you, if at all, about how much personal information your employer might know about you?",Republican,Not concerned,Not concerned,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPc_W49,"How concerned are you, if at all, about how much personal information your employer might know about you?","$100,000 or more",Not concerned,Concerned a little,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONCERNGRPc_W49,"How concerned are you, if at all, about how much personal information your employer might know about you?","Less than $30,000",Not concerned,Not concerned,"['Concerned a lot', 'Concerned a little', 'Not concerned', 'Refused']"
CONTROLGRPc_W49,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",Democrat,No control,A little control,"['A lot of control', 'A little control', 'No control', 'Refused']"
CONTROLGRPc_W49,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?",Republican,No control,No control,"['A lot of control', 'A little control', 'No control', 'Refused']"
CONTROLGRPc_W49,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?","$100,000 or more",No control,No control,"['A lot of control', 'A little control', 'No control', 'Refused']"
CONTROLGRPc_W49,"How much control, if any, do you think you have over who can access the purchases you've made, either online or in person?","Less than $30,000",No control,A little control,"['A lot of control', 'A little control', 'No control', 'Refused']"
PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?",Democrat,Not too confident,Not too confident,"['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?",Republican,Not too confident,Not too confident,"['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?","$100,000 or more",Not too confident,Not too confident,"['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
PP5e_W49,"How confident are you, if at all, that companies will be held accountable by the government if they misuse or compromise your data?","Less than $30,000",Not too confident,Not too confident,"['Very confident', 'Somewhat confident', 'Not too confident', 'Not confident at all', 'Refused']"
GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,Democrat,More regulation,More regulation,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']"
GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,Republican,More regulation,More regulation,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']"
GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"$100,000 or more",More regulation,More regulation,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']"
GOVREGV1_W49,How much government regulation of what companies can do with their customers' personal information do you think there should be?,"Less than $30,000",More regulation,More regulation,"['More regulation', 'Less regulation', 'About the same amount', 'Refused']"
PWMAN2_W49,What is the main reason you do not use a password manager?,Democrat,Don't trust them,Don't trust them,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']"
PWMAN2_W49,What is the main reason you do not use a password manager?,Republican,Don't trust them,Don't trust them,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']"
PWMAN2_W49,What is the main reason you do not use a password manager?,"$100,000 or more",Don't trust them,Don't trust them,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']"
PWMAN2_W49,What is the main reason you do not use a password manager?,"Less than $30,000",Don't trust them,Don't trust them,"[""Don't know what that is"", 'My passwords are secure enough', ""Don't need it"", 'Too expensive', 'Too complicated', ""Don't trust them"", ""Don't think they are effective"", 'Other reason', 'Offline: does not have internet', 'Refused']"
